x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,y
49,blue-collar,married,middle,no,no,jun,phone,95,1,999,0,1.4,94.465,-41.8,4.959,5228.1,FALSE
25,blue-collar,single,middle,no,no,mar,cell,117,2,999,0,-1.8,93.369,-34.8,0.654,5008.7,FALSE
43,entrepreneur,married,primary,yes,no,may,cell,195,3,999,1,-1.8,92.893,-46.2,1.354,5099.1,FALSE
29,technician,married,university,no,yes,aug,cell,80,1,999,0,1.4,93.444,-36.1,4.965,5228.1,FALSE
60,retired,married,primary,no,no,jul,cell,95,1,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
38,student,divorced,unknown,no,no,may,cell,244,3,999,0,-1.8,92.893,-46.2,1.291,5099.1,FALSE
45,blue-collar,married,primary,no,no,jun,phone,171,4,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
34,technician,married,university,yes,no,nov,cell,36,1,999,0,-0.1,93.2,-42,4.12,5195.8,FALSE
47,services,divorced,high,yes,no,nov,cell,334,1,999,0,-0.1,93.2,-42,4.191,5195.8,FALSE
31,blue-collar,married,middle,yes,no,may,phone,194,2,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
54,technician,married,professional,yes,no,jun,phone,167,2,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
37,housemaid,married,high,yes,yes,may,phone,723,1,999,0,1.1,93.994,-36.4,4.858,5191,FALSE
29,admin,single,high,yes,no,jul,cell,259,1,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
52,management,married,university,no,no,jun,phone,423,2,999,0,1.4,94.465,-41.8,4.866,5228.1,FALSE
33,entrepreneur,single,professional,no,no,jul,phone,143,3,999,0,1.4,93.918,-42.7,4.96,5228.1,FALSE
30,technician,single,university,yes,no,may,phone,1109,3,999,0,1.1,93.994,-36.4,4.86,5191,TRUE
50,technician,married,professional,yes,no,jul,cell,116,1,999,0,1.4,93.918,-42.7,4.961,5228.1,FALSE
39,management,married,university,no,no,may,phone,102,22,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
41,blue-collar,single,middle,yes,no,may,phone,306,1,999,0,1.1,93.994,-36.4,4.855,5191,FALSE
37,admin,divorced,university,no,no,aug,cell,329,3,9,1,-2.9,92.201,-31.4,0.851,5076.2,TRUE
48,blue-collar,single,middle,no,no,nov,cell,141,2,999,0,-0.1,93.2,-42,4.12,5195.8,FALSE
41,services,divorced,middle,yes,no,jun,phone,163,1,999,0,1.4,94.465,-41.8,4.866,5228.1,FALSE
53,blue-collar,divorced,unknown,no,no,may,cell,390,1,999,0,-1.8,92.893,-46.2,1.281,5099.1,FALSE
31,admin,single,high,no,no,jul,cell,355,1,999,0,1.4,93.918,-42.7,4.961,5228.1,FALSE
41,management,single,university,no,no,jul,cell,200,1,999,0,1.4,93.918,-42.7,4.961,5228.1,FALSE
23,admin,single,high,yes,no,may,cell,337,2,999,0,-1.8,92.893,-46.2,1.266,5099.1,FALSE
41,blue-collar,married,primary,yes,no,jun,phone,84,3,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
34,entrepreneur,married,professional,yes,no,may,phone,292,4,999,0,1.1,93.994,-36.4,4.864,5191,FALSE
37,blue-collar,married,primary,no,no,may,cell,345,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,TRUE
34,technician,married,unknown,yes,no,nov,cell,162,2,999,2,-1.1,94.767,-50.8,1.046,4963.6,FALSE
21,admin,single,high,yes,no,jul,cell,102,1,999,0,1.4,93.918,-42.7,4.957,5228.1,FALSE
28,management,married,high,no,no,may,phone,140,1,999,0,1.1,93.994,-36.4,4.859,5191,FALSE
30,blue-collar,single,middle,no,no,jun,phone,83,11,999,0,1.4,94.465,-41.8,4.864,5228.1,FALSE
31,technician,single,university,yes,no,aug,cell,144,1,999,0,1.4,93.444,-36.1,4.963,5228.1,FALSE
49,services,married,high,no,no,may,phone,86,1,999,1,-1.8,92.893,-46.2,1.299,5099.1,FALSE
40,admin,married,professional,no,yes,may,phone,148,1,999,0,1.1,93.994,-36.4,4.864,5191,FALSE
33,technician,married,professional,no,no,may,phone,191,4,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
52,blue-collar,married,primary,yes,no,may,phone,138,3,999,0,1.1,93.994,-36.4,4.859,5191,FALSE
47,self-employed,married,university,no,no,aug,cell,230,4,999,0,1.4,93.444,-36.1,4.965,5228.1,FALSE
47,blue-collar,married,primary,yes,no,may,cell,569,2,999,0,-1.8,92.893,-46.2,1.334,5099.1,FALSE
42,blue-collar,married,primary,no,no,may,phone,456,2,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
34,admin,married,university,no,no,may,phone,184,1,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
34,self-employed,single,professional,yes,no,may,phone,10,7,999,1,-1.8,92.893,-46.2,1.25,5099.1,FALSE
49,technician,married,professional,no,no,jun,phone,147,1,999,0,1.4,94.465,-41.8,4.865,5228.1,FALSE
53,blue-collar,divorced,primary,yes,no,may,phone,367,6,999,1,-1.8,92.893,-46.2,1.25,5099.1,FALSE
43,housemaid,married,primary,yes,no,jul,cell,88,4,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
54,blue-collar,married,middle,no,yes,may,cell,158,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,FALSE
46,admin,married,university,no,no,jun,phone,93,1,999,0,1.4,94.465,-41.8,4.866,5228.1,FALSE
43,admin,married,university,no,yes,aug,cell,209,1,999,0,1.4,93.444,-36.1,4.963,5228.1,FALSE
53,blue-collar,married,middle,no,no,jun,phone,111,10,999,0,1.4,94.465,-41.8,4.959,5228.1,FALSE
48,self-employed,married,university,yes,no,may,phone,750,2,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
33,admin,single,university,yes,yes,aug,cell,44,1,999,0,1.4,93.444,-36.1,4.962,5228.1,FALSE
35,services,divorced,high,unknown,unknown,jul,cell,96,2,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
43,admin,married,university,no,no,may,phone,129,3,999,0,1.1,93.994,-36.4,4.864,5191,FALSE
30,admin,married,high,no,yes,may,cell,838,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,TRUE
48,blue-collar,married,primary,no,no,jun,phone,254,1,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
36,admin,single,university,no,no,nov,cell,228,1,999,0,-0.1,93.2,-42,4.076,5195.8,FALSE
39,blue-collar,married,middle,yes,no,may,phone,484,2,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
40,self-employed,married,university,no,yes,dec,cell,893,1,999,0,-3,92.713,-33,0.706,5023.5,TRUE
55,management,married,primary,no,yes,jul,cell,142,7,999,0,1.4,93.918,-42.7,4.961,5228.1,FALSE
51,management,married,high,yes,no,may,cell,397,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,FALSE
36,services,married,high,unknown,unknown,may,phone,271,1,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
56,services,married,high,yes,no,nov,cell,72,1,999,0,-0.1,93.2,-42,4.021,5195.8,FALSE
45,technician,single,professional,no,no,jun,phone,180,1,999,0,1.4,94.465,-41.8,4.865,5228.1,FALSE
55,retired,divorced,primary,no,no,may,cell,526,4,999,1,-1.8,92.893,-46.2,1.281,5099.1,TRUE
53,retired,married,high,no,no,may,phone,15,13,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
31,blue-collar,married,high,yes,yes,may,cell,184,4,999,0,-1.8,92.893,-46.2,1.291,5099.1,FALSE
49,admin,divorced,university,no,no,may,cell,124,5,999,0,-1.8,92.893,-46.2,1.354,5099.1,FALSE
34,entrepreneur,single,middle,no,yes,nov,cell,139,3,999,0,-0.1,93.2,-42,4.12,5195.8,FALSE
57,admin,married,university,no,yes,may,phone,327,1,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
55,admin,married,high,yes,no,jul,cell,92,3,999,0,1.4,93.918,-42.7,4.96,5228.1,FALSE
33,admin,single,university,no,no,oct,cell,410,1,999,1,-3.4,92.431,-26.9,0.722,5017.5,TRUE
39,admin,married,university,yes,no,jul,cell,79,3,999,0,1.4,93.918,-42.7,4.968,5228.1,FALSE
43,blue-collar,married,middle,yes,no,jul,cell,107,6,999,0,1.4,93.918,-42.7,4.96,5228.1,FALSE
59,blue-collar,married,middle,no,no,may,phone,668,2,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
29,blue-collar,married,middle,yes,no,jul,cell,808,1,999,0,1.4,93.918,-42.7,4.96,5228.1,FALSE
58,retired,married,high,yes,no,jul,cell,232,1,999,0,1.4,93.918,-42.7,4.958,5228.1,FALSE
43,technician,single,high,no,no,nov,cell,61,2,999,0,-0.1,93.2,-42,4.021,5195.8,FALSE
46,management,married,unknown,yes,no,nov,cell,121,1,999,0,-0.1,93.2,-42,4.076,5195.8,FALSE
30,technician,divorced,university,no,no,apr,cell,96,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,FALSE
24,unknown,single,university,yes,yes,jun,cell,134,1,999,0,-2.9,92.963,-40.8,1.262,5076.2,TRUE
44,technician,divorced,professional,no,no,apr,cell,208,1,999,0,-1.8,93.075,-47.1,1.453,5099.1,FALSE
31,technician,married,professional,yes,no,may,cell,577,2,999,0,-1.8,92.893,-46.2,1.244,5099.1,FALSE
49,blue-collar,married,middle,no,no,jul,phone,75,1,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
33,technician,single,professional,yes,no,aug,cell,74,2,999,0,1.4,93.444,-36.1,4.962,5228.1,FALSE
31,admin,married,high,yes,yes,may,phone,157,5,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
51,management,married,middle,no,no,jul,cell,71,3,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
52,services,divorced,high,no,no,jun,phone,339,2,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
53,admin,married,middle,yes,yes,may,phone,548,1,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
49,blue-collar,married,primary,no,no,may,phone,55,3,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
43,services,married,high,no,yes,may,phone,262,1,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
42,technician,married,professional,no,no,may,phone,166,4,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
59,blue-collar,married,primary,yes,yes,jun,phone,69,6,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
49,unknown,married,high,no,no,aug,cell,192,6,999,0,1.4,93.444,-36.1,4.963,5228.1,FALSE
58,management,unknown,university,yes,no,may,phone,366,1,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
31,blue-collar,married,primary,no,no,jul,cell,255,2,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
27,services,single,high,no,no,may,phone,144,2,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
45,admin,married,primary,yes,no,may,phone,226,2,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
28,admin,married,university,no,no,jun,phone,191,1,999,0,1.4,94.465,-41.8,4.959,5228.1,FALSE
34,admin,single,university,yes,no,jul,cell,337,1,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
34,entrepreneur,married,university,yes,no,nov,cell,69,1,999,1,-0.1,93.2,-42,4.076,5195.8,FALSE
28,services,single,middle,yes,no,may,phone,148,2,999,0,1.1,93.994,-36.4,4.859,5191,FALSE
49,blue-collar,married,primary,yes,no,may,phone,364,1,999,0,1.1,93.994,-36.4,4.858,5191,FALSE
30,admin,single,high,yes,no,jun,phone,174,1,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
44,management,single,high,no,no,jul,cell,312,1,999,0,1.4,93.918,-42.7,4.96,5228.1,FALSE
24,blue-collar,divorced,high,yes,no,jul,cell,57,2,999,0,1.4,93.918,-42.7,4.957,5228.1,FALSE
38,technician,married,professional,yes,no,may,phone,114,3,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
39,admin,single,high,no,no,may,cell,158,2,999,0,-1.8,92.893,-46.2,1.334,5099.1,FALSE
39,blue-collar,divorced,high,no,yes,may,cell,172,2,999,1,-1.8,92.893,-46.2,1.25,5099.1,FALSE
41,technician,married,high,unknown,unknown,jul,cell,106,1,999,0,1.4,93.918,-42.7,4.96,5228.1,FALSE
23,student,single,high,no,no,may,cell,184,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,FALSE
37,admin,married,high,yes,no,apr,cell,439,2,999,1,-1.8,93.075,-47.1,1.479,5099.1,FALSE
28,admin,single,unknown,no,no,jun,phone,643,1,999,0,1.4,94.465,-41.8,4.959,5228.1,FALSE
38,admin,married,university,yes,no,jul,cell,422,1,999,0,-2.9,92.469,-33.6,1.044,5076.2,FALSE
35,technician,single,professional,yes,yes,may,phone,150,1,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
52,technician,married,professional,yes,no,aug,cell,622,1,999,0,1.4,93.444,-36.1,4.968,5228.1,FALSE
43,services,single,high,yes,no,nov,cell,216,4,999,0,-0.1,93.2,-42,4.021,5195.8,FALSE
34,entrepreneur,married,unknown,no,no,aug,cell,165,1,999,0,1.4,93.444,-36.1,4.965,5228.1,FALSE
32,admin,single,professional,yes,yes,may,phone,73,4,999,0,-1.8,92.893,-46.2,1.25,5099.1,FALSE
34,management,married,university,yes,no,jun,phone,37,3,999,0,1.4,94.465,-41.8,4.959,5228.1,FALSE
40,blue-collar,married,middle,no,no,may,phone,129,2,999,0,1.1,93.994,-36.4,4.855,5191,FALSE
52,admin,married,university,yes,no,may,cell,338,1,999,0,-1.8,93.876,-40,0.672,5008.7,TRUE
39,technician,married,university,yes,no,aug,cell,76,1,999,0,1.4,93.444,-36.1,4.962,5228.1,FALSE
46,technician,married,university,no,no,aug,cell,74,3,999,0,1.4,93.444,-36.1,4.966,5228.1,FALSE
44,technician,married,university,no,no,may,cell,113,1,999,1,-1.8,93.876,-40,0.682,5008.7,FALSE
27,services,married,high,yes,no,jul,cell,250,3,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
34,blue-collar,married,middle,yes,yes,may,phone,899,3,999,0,-1.8,92.893,-46.2,1.291,5099.1,FALSE
45,entrepreneur,married,high,no,no,nov,cell,623,1,999,1,-0.1,93.2,-42,4.191,5195.8,FALSE
39,management,married,university,no,no,aug,cell,168,1,999,0,1.4,93.444,-36.1,4.965,5228.1,FALSE
50,technician,divorced,university,yes,no,nov,phone,49,1,999,0,-0.1,93.2,-42,4.021,5195.8,FALSE
47,housemaid,married,university,yes,no,aug,cell,232,2,999,0,-2.9,92.201,-31.4,0.843,5076.2,TRUE
60,blue-collar,married,unknown,yes,no,may,phone,5,2,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
37,blue-collar,single,professional,yes,no,aug,cell,100,1,999,0,-2.9,92.201,-31.4,0.879,5076.2,FALSE
54,admin,married,high,yes,no,jul,cell,369,3,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
44,admin,married,university,yes,no,jul,cell,228,2,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
45,unemployed,married,university,yes,no,jul,phone,363,3,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
59,housemaid,divorced,university,yes,no,jul,cell,226,1,999,0,1.4,93.918,-42.7,4.961,5228.1,FALSE
42,admin,divorced,high,no,no,jun,phone,105,3,999,0,1.4,94.465,-41.8,4.955,5228.1,FALSE
48,admin,married,high,no,no,oct,cell,113,1,999,0,-3.4,92.431,-26.9,0.741,5017.5,FALSE
26,admin,single,university,yes,no,jul,cell,413,5,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
59,unemployed,married,middle,yes,no,mar,cell,254,2,999,0,-1.8,93.369,-34.8,0.639,5008.7,TRUE
39,self-employed,single,university,no,no,may,cell,180,2,999,0,-1.8,92.893,-46.2,1.344,5099.1,FALSE
52,management,married,high,no,no,aug,cell,408,1,999,0,-2.9,92.201,-31.4,0.883,5076.2,TRUE
33,admin,single,university,yes,no,jul,phone,40,1,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
39,blue-collar,married,unknown,no,no,apr,cell,156,1,9,1,-1.8,93.075,-47.1,1.41,5099.1,FALSE
36,blue-collar,married,primary,no,no,jul,phone,350,3,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
58,retired,married,unknown,unknown,unknown,may,phone,124,1,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
33,services,married,high,no,no,jul,cell,280,5,999,0,1.4,93.918,-42.7,4.961,5228.1,FALSE
22,student,single,unknown,yes,no,may,cell,171,2,3,2,-1.8,93.876,-40,0.682,5008.7,TRUE
32,entrepreneur,married,high,yes,no,may,phone,109,1,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
43,services,married,high,yes,no,may,phone,241,2,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
41,housemaid,married,primary,no,no,aug,cell,56,2,999,0,1.4,93.444,-36.1,4.968,5228.1,FALSE
19,student,single,unknown,yes,no,apr,cell,452,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,TRUE
30,technician,married,professional,no,no,jun,phone,269,1,999,0,1.4,94.465,-41.8,4.959,5228.1,FALSE
33,services,single,high,yes,no,jul,cell,282,2,999,0,1.4,93.918,-42.7,4.961,5228.1,FALSE
45,admin,married,unknown,no,no,jun,phone,242,6,999,0,1.4,94.465,-41.8,4.864,5228.1,FALSE
23,services,single,high,no,no,may,phone,107,1,999,0,1.1,93.994,-36.4,4.859,5191,FALSE
31,admin,married,university,no,no,aug,cell,111,1,999,0,1.4,93.444,-36.1,4.963,5228.1,FALSE
49,admin,married,primary,no,yes,may,phone,29,4,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
35,blue-collar,married,middle,yes,no,jun,phone,13,3,999,0,1.4,94.465,-41.8,4.959,5228.1,FALSE
29,admin,divorced,middle,yes,no,may,cell,226,3,999,1,-1.8,92.893,-46.2,1.299,5099.1,FALSE
30,blue-collar,single,university,no,yes,nov,cell,52,3,999,0,-0.1,93.2,-42,4.076,5195.8,FALSE
46,blue-collar,married,university,yes,yes,jun,phone,436,5,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
29,housemaid,married,high,no,no,may,phone,534,1,999,0,1.1,93.994,-36.4,4.859,5191,FALSE
39,admin,married,university,yes,no,jun,phone,36,3,999,0,1.4,94.465,-41.8,4.958,5228.1,FALSE
29,admin,married,university,no,yes,jul,cell,160,1,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
43,services,married,high,no,no,may,phone,202,1,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
27,blue-collar,single,middle,no,no,jul,cell,86,1,999,0,1.4,93.918,-42.7,4.958,5228.1,FALSE
38,blue-collar,married,primary,no,no,jun,phone,144,2,999,0,1.4,94.465,-41.8,4.865,5228.1,FALSE
43,admin,single,high,yes,no,jul,cell,66,1,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
25,student,single,university,yes,no,mar,phone,252,3,999,1,-1.8,93.369,-34.8,0.653,5008.7,FALSE
46,admin,married,university,no,no,nov,cell,174,1,999,1,-0.1,93.2,-42,4.191,5195.8,FALSE
24,admin,married,middle,yes,no,may,phone,764,2,999,0,1.1,93.994,-36.4,4.857,5191,TRUE
39,technician,married,middle,no,no,sep,cell,171,2,999,1,-3.4,92.379,-29.8,0.803,5017.5,FALSE
32,technician,married,high,no,no,may,cell,428,3,999,0,-1.8,92.893,-46.2,1.313,5099.1,FALSE
34,technician,divorced,professional,no,no,jul,cell,116,5,999,0,1.4,93.918,-42.7,4.961,5228.1,FALSE
55,retired,married,primary,yes,no,jul,cell,129,3,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
29,admin,single,high,yes,no,jul,cell,480,1,6,1,-1.7,94.215,-40.3,0.81,4991.6,TRUE
61,retired,married,high,yes,no,sep,cell,117,1,3,1,-3.4,92.379,-29.8,0.753,5017.5,TRUE
30,unemployed,married,high,no,no,nov,cell,145,1,999,0,-0.1,93.2,-42,4.153,5195.8,FALSE
29,services,single,high,no,no,may,cell,138,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,FALSE
47,technician,married,middle,no,no,may,phone,83,3,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
33,blue-collar,married,primary,no,no,jul,cell,219,1,999,0,1.4,93.918,-42.7,4.96,5228.1,FALSE
35,admin,married,high,yes,no,may,cell,210,2,3,1,-1.8,92.893,-46.2,1.27,5099.1,FALSE
49,admin,single,unknown,yes,no,may,phone,122,2,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
36,services,married,high,no,no,may,phone,223,1,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
32,unknown,single,high,yes,no,oct,cell,267,1,999,0,-3.4,92.431,-26.9,0.73,5017.5,FALSE
49,housemaid,married,middle,no,no,may,phone,152,1,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
32,technician,married,unknown,no,no,may,phone,274,1,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
50,retired,married,primary,yes,no,jul,cell,128,1,999,0,1.4,93.918,-42.7,4.957,5228.1,FALSE
54,admin,married,high,yes,no,aug,cell,82,2,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
48,blue-collar,married,middle,no,yes,may,cell,56,1,999,1,-1.8,92.893,-46.2,1.25,5099.1,FALSE
85,retired,married,primary,yes,no,apr,cell,191,1,999,0,-1.8,93.075,-47.1,1.406,5099.1,FALSE
44,services,divorced,high,no,no,jul,cell,32,1,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
24,blue-collar,single,middle,no,no,oct,cell,485,1,6,1,-1.1,94.601,-49.5,0.977,4963.6,FALSE
51,blue-collar,married,primary,no,no,aug,cell,99,1,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
33,technician,single,university,yes,no,apr,cell,71,1,999,1,-1.8,93.075,-47.1,1.435,5099.1,FALSE
33,admin,single,high,yes,no,nov,cell,172,2,999,0,-0.1,93.2,-42,4.076,5195.8,FALSE
56,housemaid,married,primary,no,no,may,phone,182,2,999,0,1.1,93.994,-36.4,4.858,5191,FALSE
25,blue-collar,married,primary,no,no,jul,cell,201,3,999,0,1.4,93.918,-42.7,4.958,5228.1,FALSE
29,services,married,high,yes,no,may,cell,172,2,999,0,-1.8,92.893,-46.2,1.291,5099.1,FALSE
31,technician,single,university,yes,no,aug,cell,411,1,999,0,1.4,93.444,-36.1,4.967,5228.1,FALSE
70,retired,divorced,university,yes,no,sep,cell,692,1,999,0,-3.4,92.379,-29.8,0.741,5017.5,TRUE
43,blue-collar,married,primary,no,yes,jun,phone,35,1,999,0,1.4,94.465,-41.8,4.959,5228.1,FALSE
32,management,single,university,no,no,aug,cell,157,1,999,0,1.4,93.444,-36.1,4.963,5228.1,FALSE
51,blue-collar,married,unknown,no,no,may,phone,243,1,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
49,admin,divorced,middle,yes,no,may,phone,164,2,999,0,1.1,93.994,-36.4,4.859,5191,FALSE
25,management,married,university,yes,no,nov,phone,268,1,999,0,-0.1,93.2,-42,4.663,5195.8,TRUE
46,admin,married,high,no,no,may,cell,124,1,999,0,-1.8,92.893,-46.2,1.334,5099.1,FALSE
43,unemployed,married,middle,no,no,sep,cell,270,2,9,1,-1.1,94.199,-37.5,0.883,4963.6,TRUE
30,admin,married,high,no,no,may,phone,485,2,999,0,1.1,93.994,-36.4,4.859,5191,FALSE
22,technician,married,middle,no,no,jun,phone,561,1,999,0,1.4,94.465,-41.8,4.959,5228.1,FALSE
32,blue-collar,single,middle,no,no,may,phone,122,7,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
42,housemaid,single,primary,yes,no,may,phone,662,7,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
32,admin,married,university,yes,yes,may,cell,178,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,FALSE
30,admin,married,high,no,no,jul,cell,165,1,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
51,housemaid,married,primary,no,no,jul,cell,145,1,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
29,admin,single,high,yes,no,may,phone,26,1,999,0,-1.8,92.893,-46.2,1.299,5099.1,FALSE
23,student,single,middle,yes,no,dec,cell,158,2,999,0,-3,92.713,-33,0.708,5023.5,FALSE
18,student,single,unknown,unknown,unknown,sep,cell,72,2,999,0,-3.4,92.379,-29.8,0.809,5017.5,FALSE
41,blue-collar,divorced,primary,yes,no,may,phone,174,1,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
68,retired,married,primary,yes,no,jun,cell,220,2,999,1,-1.7,94.055,-39.8,0.742,4991.6,FALSE
40,technician,married,high,yes,no,aug,cell,69,2,999,2,-2.9,92.201,-31.4,0.821,5076.2,FALSE
39,housemaid,married,university,yes,no,jun,phone,258,2,999,0,1.4,94.465,-41.8,4.959,5228.1,FALSE
59,blue-collar,married,middle,yes,yes,may,cell,242,1,999,0,-1.8,92.893,-46.2,1.291,5099.1,FALSE
29,technician,single,high,no,no,aug,cell,225,4,999,0,1.4,93.444,-36.1,4.968,5228.1,FALSE
35,technician,married,university,yes,no,may,phone,236,2,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
33,admin,single,high,no,yes,jun,phone,113,1,999,0,1.4,94.465,-41.8,4.962,5228.1,FALSE
30,unemployed,single,middle,yes,no,nov,cell,537,1,999,0,-3.4,92.649,-30.1,0.72,5017.5,TRUE
51,blue-collar,married,primary,unknown,unknown,may,phone,162,1,999,0,1.1,93.994,-36.4,4.858,5191,FALSE
30,admin,single,university,no,no,aug,cell,192,5,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
54,retired,married,professional,no,no,aug,cell,95,2,999,0,-2.9,92.201,-31.4,0.838,5076.2,TRUE
35,services,married,primary,no,no,may,cell,392,2,3,2,-1.8,92.893,-46.2,1.354,5099.1,TRUE
42,admin,married,high,no,no,apr,cell,697,2,999,0,-1.8,93.075,-47.1,1.479,5099.1,FALSE
54,admin,married,university,yes,no,may,phone,461,3,999,0,1.1,93.994,-36.4,4.855,5191,FALSE
55,admin,married,high,yes,no,may,phone,339,1,999,0,1.1,93.994,-36.4,4.858,5191,FALSE
32,services,married,high,yes,no,jun,phone,157,2,999,0,1.4,94.465,-41.8,4.959,5228.1,FALSE
39,technician,single,professional,no,no,may,phone,1059,5,999,0,1.1,93.994,-36.4,4.857,5191,TRUE
41,admin,single,university,yes,yes,jul,phone,180,5,999,0,1.4,93.918,-42.7,4.968,5228.1,FALSE
38,admin,single,university,yes,no,sep,cell,153,1,3,1,-3.4,92.379,-29.8,0.768,5017.5,TRUE
33,blue-collar,married,primary,yes,no,may,phone,134,1,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
54,admin,married,university,yes,no,jul,cell,324,3,999,0,1.4,93.918,-42.7,4.968,5228.1,FALSE
45,housemaid,married,primary,yes,no,aug,cell,195,1,999,0,1.4,93.444,-36.1,4.968,5228.1,FALSE
31,admin,single,university,yes,no,may,cell,157,1,999,1,-1.8,92.893,-46.2,1.281,5099.1,FALSE
20,student,single,primary,yes,no,apr,cell,209,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,FALSE
40,management,divorced,university,yes,no,jun,phone,209,1,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
55,management,married,primary,no,no,may,cell,95,4,999,0,-1.8,92.893,-46.2,1.313,5099.1,FALSE
30,admin,married,university,no,no,may,phone,542,2,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
39,blue-collar,married,unknown,yes,yes,jul,cell,156,4,999,0,1.4,93.918,-42.7,4.961,5228.1,FALSE
52,admin,married,university,yes,no,mar,phone,294,1,999,1,-1.8,93.369,-34.8,0.646,5008.7,FALSE
29,services,married,middle,no,no,may,cell,344,1,999,0,-1.8,92.893,-46.2,1.291,5099.1,FALSE
